SPAN	CHARACTER	START OFFSET	END OFFSET	CHAPTER #	PASSAGE #
she	Mrs. Bennet	533966	533969	49	45
She	Lydia	534005	534008	49	45
I	Mrs. Bennet	534026	534027	49	45
her	Lydia	534038	534041	49	45
She	Lydia	534049	534052	49	45
brother	Mr. Gardiner	534095	534102	49	45
I	Mrs. Bennet	534104	534105	49	45
I	Mrs. Bennet	534128	534129	49	45
he	Mr. Gardiner	534135	534137	49	45
I	Mrs. Bennet	534167	534168	49	45
her	Lydia	534181	534184	49	45
Wickham	Mr. Wickham	534202	534209	49	45
I	Mrs. Bennet	534253	534254	49	45
Gardiner	Mrs. Gardiner	534279	534287	49	45
Lizzy	Elizabeth	534309	534314	49	45
dear	Elizabeth	534319	534323	49	45
father	Mr. Bennet	534342	534348	49	45
him	Mr. Bennet	534358	534361	49	45
he	Mr. Bennet	534371	534373	49	45
her	Lydia	534384	534387	49	45
I	Mrs. Bennet	534401	534402	49	45
myself	Mrs. Bennet	534411	534417	49	45
Kitty	Kitty	534434	534439	49	45
Hill	Hill	534445	534449	49	45
I	Mrs. Bennet	534451	534452	49	45
Lydia	Lydia	534502	534507	49	45
we	Mrs. Bennet	534519	534521	49	45
we	Lydia	534519	534521	49	45
we	Mrs. Bennet	534545	534547	49	45
we	Lydia	534545	534547	49	45
daughter	Jane	534567	534575	49	50
"Mr.
Gardiner"	Mr. Gardiner	534694	534706	49	50
them	Lydia	534724	534728	49	50
them	Mary	534724	534728	49	50
them	Mrs. Bennet	534724	534728	49	50
them	Mr. Bennet	534724	534728	49	50
them	Kitty	534724	534728	49	50
them	Elizabeth	534724	534728	49	50
them	Jane	534724	534728	49	50
we	Mary	534746	534748	49	50
we	Mrs. Bennet	534746	534748	49	50
we	Mr. Bennet	534746	534748	49	50
we	Kitty	534746	534748	49	50
we	Elizabeth	534746	534748	49	50
we	Jane	534746	534748	49	50
she	Jane	534788	534791	49	50
he	Mr. Gardiner	534858	534860	49	50
himself	Mr. Gardiner	534873	534880	49	50
Mr. Wickham	Mr. Wickham	534891	534902	49	50
We	Elizabeth	534836	534838	49	50
We	Jane	534836	534838	49	50
We	Mr. Bennet	534836	534838	49	50
mother	Mrs. Bennet	534935	534941	49	50
uncle	Mr. Gardiner	534995	535000	49	50
he	Mr. Gardiner	535005	535007	49	50
family	Mrs. Gardiner	535022	535028	49	50
family	girls	535022	535028	49	50
family	boys	535022	535028	49	50
I	Mrs. Bennet	535041	535042	49	50
children	Elizabeth	535050	535058	49	50
children	Jane	535050	535058	49	50
children	Mary	535050	535058	49	50
children	Kitty	535050	535058	49	50
children	Lydia	535050	535058	49	50
you	Jane	535088	535091	49	50
we	Mrs. Bennet	535123	535125	49	50
we	Mr. Bennet	535123	535125	49	50
we	Elizabeth	535123	535125	49	50
we	Mary	535123	535125	49	50
we	Kitty	535123	535125	49	50
we	Lydia	535123	535125	49	50
we	Jane	535123	535125	49	50
him	Mr. Gardiner	535154	535157	49	50
I	Mrs. Bennet	535188	535189	49	50
I	Mrs. Bennet	535219	535220	49	50
daughter	Lydia	535234	535242	49	50
Mrs. Wickham	Lydia	535252	535264	49	50
she	Lydia	535290	535293	49	50
Jane	Jane	535330	535334	49	50
I	Jane	535336	535337	49	50
I	Mrs. Bennet	535365	535366	49	50
I	Mrs. Bennet	535375	535376	49	50
I	Mrs. Bennet	535393	535394	49	50
you	Jane	535413	535416	49	50
me	Mrs. Bennet	535427	535429	49	50
We	Jane	535431	535433	49	50
We	Mrs. Bennet	535431	535433	49	50
father	Mr. Bennet	535456	535462	49	50
She	Mrs. Bennet	535539	535542	49	50
Jane	Jane	535686	535690	49	50
her	Mrs. Bennet	535731	535734	49	50
father	Mr. Bennet	535752	535758	49	50
she	Jane	535808	535811	49	50
mother	Mrs. Bennet	535860	535866	49	50
I	Mrs. Bennet	535958	535959	49	54
she	Mrs. Bennet	535986	535989	49	54
I	Mrs. Bennet	536003	536004	49	54
Philips	Mrs. Phillips	536059	536066	49	54
I	Mrs. Bennet	536075	536076	49	54
I	Mrs. Bennet	536088	536089	49	54
Lady Lucas	Lady Lucas	536102	536112	49	54
Mrs. Long	Mrs. Long	536117	536126	49	54
Kitty	Kitty	536128	536133	49	54
me	Mrs. Bennet	536187	536189	49	54
I	Mrs. Bennet	536212	536213	49	54
Girls	Kitty	536223	536228	49	54
Girls	Jane	536223	536228	49	54
Girls	Elizabeth	536223	536228	49	54
Girls	Mary	536223	536228	49	54
I	Mrs. Bennet	536234	536235	49	54
you	Kitty	536252	536255	49	54
you	Jane	536252	536255	49	54
you	Elizabeth	536252	536255	49	54
you	Mary	536252	536255	49	54
Hill	Hill	536283	536287	49	54
Hill	Hill	536297	536301	49	54
you	Hill	536308	536311	49	54
Miss Lydia	Lydia	536333	536343	49	54
you	Hill	536372	536375	49	54
you	butler	536372	536375	49	54
you	servants	536372	536375	49	54
you	OTHER	536372	536375	49	54
you	???	536372	536375	49	54
Mrs. Hill	Hill	536439	536448	49	54
Elizabeth	Elizabeth	536485	536494	49	54
she	Elizabeth	536606	536609	49	54
Lydia	Lydia	536642	536647	49	54
she	Elizabeth	536716	536719	49	54
She	Elizabeth	536745	536748	49	54
sister	Lydia	536876	536882	49	54
they	Elizabeth	536908	536912	49	54
they	Kitty	536908	536912	49	54
they	Jane	536908	536912	49	54
they	Mary	536908	536912	49	54
they	Mrs. Bennet	536908	536912	49	54
they	Mr. Bennet	536908	536912	49	54
she	Elizabeth	536945	536948	49	54
they	Kitty	536981	536985	49	54
they	Jane	536981	536985	49	54
they	Mary	536981	536985	49	54
they	Elizabeth	536981	536985	49	54
they	Mrs. Bennet	536981	536985	49	54
they	Mr. Bennet	536981	536985	49	54
you	housemaids	536372	536375	49	54
all	butler	536382	536385	49	54
all	housemaids	536382	536385	49	54
all	Hill	536382	536385	49	54
all	servants	536382	536385	49	54
all	OTHER	536382	536385	49	54
all	???	536382	536385	49	54
Mr. Bennet	Mr. Bennet	536999	537009	50	0
he	Mr. Bennet	537107	537109	50	0
children	Jane	537168	537176	50	0
children	Elizabeth	537168	537176	50	0
children	Lydia	537168	537176	50	0
children	Mary	537168	537176	50	0
children	Kitty	537168	537176	50	0
wife	Mrs. Bennet	537189	537193	50	0
she	Mrs. Bennet	537198	537201	50	0
him	Mr. Bennet	537211	537214	50	0
He	Mr. Bennet	537216	537218	50	0
he	Mr. Bennet	537253	537255	50	0
Lydia	Lydia	537287	537292	50	0
uncle	Mr. Gardiner	537328	537333	50	0
her	Lydia	537394	537397	50	0
one	Mr. Wickham	537433	537436	50	0
men	Mr. Wickham	537465	537468	50	0
husband	Mr. Wickham	537496	537503	50	0
He	Mr. Bennet	537549	537551	50	0
brother-in-law	Mr. Gardiner	537669	537683	50	0
he	Mr. Bennet	537689	537691	50	0
he	Mr. Bennet	537806	537808	50	0
Mr. Bennet	Mr. Bennet	537828	537838	50	0
they	Mr. Bennet	537910	537914	50	0
they	Mrs. Bennet	537910	537914	50	0
son	NON-CHARACTER	537930	537933	50	0
son	NON-CHARACTER	537939	537942	50	0
he	NON-CHARACTER	537993	537995	50	0
widow	Mrs. Bennet	538022	538027	50	0
children	NON-CHARACTER	538040	538048	50	0
daughters	Jane	538091	538100	50	0
daughters	Elizabeth	538091	538100	50	0
daughters	Mary	538091	538100	50	0
daughters	Kitty	538091	538100	50	0
daughters	Lydia	538091	538100	50	0
son	NON-CHARACTER	538145	538148	50	0
"Mrs.
Bennet"	Mrs. Bennet	538166	538177	50	0
Lydia	Lydia	538200	538205	50	0
he	NON-CHARACTER	538237	538239	50	0
Mrs. Bennet	Mrs. Bennet	538328	538339	50	0
husband	Mr. Bennet	538373	538380	50	0
Mrs. Bennet	Mrs. Bennet	538512	538523	50	3
children	Jane	538532	538540	50	3
children	Elizabeth	538532	538540	50	3
children	Lydia	538532	538540	50	3
children	Mary	538532	538540	50	3
children	Kitty	538532	538540	50	3
latter	Jane	538599	538605	50	3
latter	Elizabeth	538599	538605	50	3
latter	Lydia	538599	538605	50	3
latter	Mary	538599	538605	50	3
latter	Kitty	538599	538605	50	3
parents	Mrs. Bennet	538634	538641	50	3
parents	Mr. Bennet	538634	538641	50	3
Lydia	Lydia	538678	538683	50	3
Mr. Bennet	Mr. Bennet	538728	538738	50	3
him	Mr. Bennet	538799	538802	50	3
brother	Mr. Gardiner	538864	538871	50	3
he	Mr. Bennet	538906	538908	50	3
him	Mr. Bennet	539048	539051	50	3
He	Mr. Bennet	539053	539055	50	3
Wickham	Mr. Wickham	539094	539101	50	3
daughter	Lydia	539131	539139	50	3
himself	Mr. Bennet	539190	539197	50	3
He	Mr. Bennet	539229	539231	50	3
loser	Mr. Bennet	539272	539277	50	3
them	Mr. Wickham	539313	539317	50	3
them	Lydia	539313	539317	50	3
her	Lydia	539418	539421	50	3
mother	Mrs. Bennet	539434	539440	50	3
Lydia	Lydia	539450	539455	50	3
her	Lydia	539769	539772	50	3
he	Mr. Bennet	539784	539786	50	3
he	Mr. Bennet	539913	539915	50	3
He	Mr. Bennet	539944	539946	50	3
he	Mr. Bennet	539990	539992	50	3
brother	Mr. Gardiner	540013	540020	50	3
Lydia	Lydia	540045	540050	50	3
her	Lydia	540074	540077	50	3
Miss Lydia Bennet	Lydia	540309	540326	50	5
her	Lydia	540484	540487	50	5
husband	Mr. Wickham	540695	540702	50	5
Mrs. Bennet	Mrs. Bennet	540764	540775	50	5
she	Mrs. Bennet	540819	540822	50	5
Jane	Jane	541033	541037	50	5
servants	servants	541207	541215	50	5
She	Mrs. Bennet	541217	541220	50	5
daughter	Lydia	541299	541307	50	5
daughter	Lydia	540971	540979	50	5
she	Mrs. Bennet	541452	541455	50	5
Gouldings	Gouldings	541465	541474	50	5
I	Mrs. Bennet	541581	541582	50	5
her	Lydia	541606	541609	50	5
me	Mrs. Bennet	541625	541627	50	5
house	Jane	540121	540126	50	5
house	Elizabeth	540121	540126	50	5
house	Mrs. Bennet	540121	540126	50	5
house	Mr. Bennet	540121	540126	50	5
house	Lydia	540121	540126	50	5
house	Mary	540121	540126	50	5
house	Kitty	540121	540126	50	5
house	Hill	540121	540126	50	5
house	servants	540121	540126	50	5
house	housemaids	540121	540126	50	5
house	butler	540121	540126	50	5
house	???	540121	540126	50	5
house	OTHER	540121	540126	50	5
neighbourhood	???	540169	540182	50	5
neighbourhood	OTHER	540169	540182	50	5
latter	???	540204	540210	50	5
latter	OTHER	540204	540210	50	5
ladies	???	540589	540595	50	5
ladies	OTHER	540589	540595	50	5
Gouldings	William Goulding	541465	541474	50	5
husband	Mr. Bennet	541685	541692	50	8
her	Mrs. Bennet	541701	541704	50	8
servants	servants	541747	541755	50	8
they	servants	541775	541779	50	8
he	Mr. Bennet	541795	541797	50	8
her	Mrs. Bennet	541806	541809	50	8
"Mrs.
Bennet"	Mrs. Bennet	541812	541823	50	8
you	Mrs. Bennet	541832	541835	50	8
son	Mr. Wickham	541877	541880	50	8
daughter	Lydia	541885	541893	50	8
us	Mr. Bennet	541899	541901	50	8
us	Mrs. Bennet	541899	541901	50	8
they	Mr. Wickham	541970	541974	50	8
they	Lydia	541970	541974	50	8
I	Mr. Bennet	542004	542005	50	8
either	Mr. Wickham	542042	542048	50	8
either	Lydia	542042	542048	50	8
them	Lydia	542063	542067	50	8
them	Mr. Wickham	542063	542067	50	8
Mr. Bennet	Mr. Bennet	542130	542140	50	8
Mrs. Bennet	Mrs. Bennet	542179	542190	50	8
husband	Mr. Bennet	542234	542241	50	8
daughter	Lydia	542292	542300	50	8
He	Mr. Bennet	542302	542304	50	8
she	Lydia	542320	542323	50	8
him	Mr. Bennet	542344	542347	50	8
Mrs. Bennet	Mrs. Bennet	542395	542406	50	8
daughter	Lydia	542528	542536	50	8
she	Mrs. Bennet	542616	542619	50	8
She	Mrs. Bennet	542644	542647	50	8
daughter	Lydia	542729	542737	50	8
her	Lydia	542780	542783	50	8
Wickham	Mr. Wickham	542808	542815	50	8
Elizabeth	Elizabeth	542853	542862	50	8
she	Elizabeth	542896	542899	50	8
Mr. Darcy	Mr. Darcy	542955	542964	50	8
sister	Lydia	543001	543007	50	8
they	Mr. Bennet	543095	543099	50	8
they	Mrs. Bennet	543095	543099	50	8
they	Elizabeth	543095	543099	50	8
they	Jane	543095	543099	50	8
they	Mary	543095	543099	50	8
they	Kitty	543095	543099	50	8
those	???	543158	543163	50	8
those	OTHER	543158	543163	50	8
who	???	543164	543167	50	8
who	OTHER	543164	543167	50	8
She	Elizabeth	543203	543206	50	11
people	NON-CHARACTER	543278	543284	50	11
she	Elizabeth	543302	543305	50	11
sister	Lydia	543405	543411	50	11
her	Elizabeth	543443	543446	50	11
herself	Elizabeth	543524	543531	50	11
them	Elizabeth	543590	543594	50	11
them	Mr. Darcy	543590	543594	50	11
Lydia	Lydia	543600	543605	50	11
Mr. Darcy	Mr. Darcy	543693	543702	50	11
himself	Mr. Darcy	543717	543724	50	11
family	Jane	543732	543738	50	11
family	Elizabeth	543732	543738	50	11
family	Lydia	543732	543738	50	11
family	Mary	543732	543738	50	11
family	Mrs. Bennet	543732	543738	50	11
family	Mr. Bennet	543732	543738	50	11
family	Kitty	543732	543738	50	11
man	Mr. Wickham	543847	543850	50	11
whom	Mr. Wickham	543851	543855	50	11
he	Mr. Darcy	543856	543858	50	11
she	Elizabeth	543902	543905	50	11
he	Mr. Darcy	543928	543930	50	11
she	Elizabeth	543985	543988	50	11
herself	Elizabeth	544001	544008	50	11
She	Elizabeth	544102	544105	50	11
she	Elizabeth	544119	544122	50	11
she	Elizabeth	544136	544139	50	11
she	Elizabeth	544157	544160	50	11
She	Elizabeth	544182	544185	50	11
she	Elizabeth	544221	544224	50	11
She	Elizabeth	544269	544272	50	11
him	Mr. Darcy	544291	544294	50	11
She	Elizabeth	544356	544359	50	11
she	Elizabeth	544379	544382	50	11
him	Mr. Darcy	544410	544413	50	11
they	Elizabeth	544444	544448	50	11
they	Mr. Darcy	544444	544448	50	11
him	Mr. Darcy	544482	544485	50	11
she	Elizabeth	544490	544493	50	11
he	Mr. Darcy	544515	544517	50	11
she	Elizabeth	544548	544551	50	11
He	Mr. Darcy	544651	544653	50	11
she	Elizabeth	544671	544674	50	11
sex	NON-CHARACTER	544716	544719	50	11
he	Mr. Darcy	544731	544733	50	11
She	Elizabeth	544772	544775	50	14
he	Mr. Darcy	544805	544807	50	14
man	Mr. Darcy	544824	544827	50	14
who	Mr. Darcy	544828	544831	50	14
her	Elizabeth	544877	544880	50	14
both	Mr. Darcy	545027	545031	50	14
both	Elizabeth	545027	545031	50	14
she	Elizabeth	545183	545186	50	14
family	Elizabeth	545450	545456	50	14
family	Lydia	545450	545456	50	14
family	Mary	545450	545456	50	14
family	Mrs. Bennet	545450	545456	50	14
family	Mr. Bennet	545450	545456	50	14
family	Kitty	545450	545456	50	14
family	Jane	545450	545456	50	14
Wickham	Mr. Wickham	545463	545470	50	14
Lydia	Lydia	545475	545480	50	14
she	Elizabeth	545529	545532	50	14
couple	Mr. Wickham	545608	545614	50	14
couple	Lydia	545608	545614	50	14
who	Mr. Wickham	545615	545618	50	14
who	Lydia	545615	545618	50	14
she	Elizabeth	545702	545705	50	14
Mr. Gardiner	Mr. Gardiner	545743	545755	50	14
brother	Mr. Bennet	545780	545787	50	14
Mr. Bennet	Mr. Bennet	545792	545802	50	14
he	Mr. Gardiner	545821	545823	50	14
any	NON-CHARACTER	545899	545902	50	14
family	Mr. Bennet	545910	545916	50	14
family	Lydia	545910	545916	50	14
family	Elizabeth	545910	545916	50	14
family	Kitty	545910	545916	50	14
family	Jane	545910	545916	50	14
family	Mrs. Bennet	545910	545916	50	14
family	Mary	545910	545916	50	14
him	Mr. Gardiner	545993	545996	50	14
them	Mr. Bennet	546054	546058	50	14
them	Elizabeth	546054	546058	50	14
them	Kitty	546054	546058	50	14
them	Jane	546054	546058	50	14
them	Mrs. Bennet	546054	546058	50	14
them	Mary	546054	546058	50	14
Mr. Wickham	Mr. Wickham	546064	546075	50	14
he	Mr. Wickham	546144	546146	50	14
he	Mr. Gardiner	546162	546164	50	14
I	Mr. Gardiner	546215	546216	50	14
you	Mr. Bennet	546223	546226	50	14
me	Mr. Gardiner	546243	546245	50	14
niece	Lydia	546338	546343	50	14
Mr. Wickham	Mr. Wickham	546353	546364	50	14
him	Mr. Wickham	546488	546491	50	14
regulars	regulars	546392	546400	50	14
army	regulars	546499	546503	50	14
He	Mr. Wickham	546505	546507	50	14
General	General	546542	546549	50	14
He	Mr. Wickham	546663	546665	50	14
I	Mr. Gardiner	546687	546688	50	14
they	Mr. Wickham	546724	546728	50	14
they	Lydia	546724	546728	50	14
each	Mr. Wickham	546733	546737	50	14
each	Lydia	546733	546737	50	14
they	Mr. Wickham	546768	546772	50	14
they	Lydia	546768	546772	50	14
I	Mr. Gardiner	546800	546801	50	14
Colonel Forster	Colonel Forster	546818	546833	50	14
him	Colonel Forster	546845	546848	50	14
he	Colonel Forster	546898	546900	50	14
creditors	creditors	546926	546935	50	14
Mr. Wickham	Mr. Wickham	546939	546950	50	14
I	Mr. Gardiner	547018	547019	50	14
myself	Mr. Gardiner	547033	547039	50	14
you	Mr. Bennet	547050	547053	50	14
yourself	Mr. Bennet	547059	547067	50	14
creditors	creditors	547118	547127	50	14
whom	creditors	547143	547147	50	14
I	Mr. Gardiner	547148	547149	50	14
He	Mr. Wickham	547201	547203	50	14
I	Mr. Gardiner	547232	547233	50	14
he	Mr. Wickham	547248	547250	50	14
us	Mr. Gardiner	547268	547270	50	14
Haggerston	Haggerston	547272	547282	50	14
They	Mr. Wickham	547340	547344	50	14
They	Lydia	547340	547344	50	14
they	Mr. Wickham	547381	547385	50	14
they	Lydia	547381	547385	50	14
I	Mr. Gardiner	547422	547423	50	14
"Mrs.
Gardiner"	Mrs. Gardiner	547440	547453	50	14
niece	Lydia	547463	547468	50	14
you	Mr. Bennet	547496	547499	50	14
you	Elizabeth	547496	547499	50	14
you	Kitty	547496	547499	50	14
you	Jane	547496	547499	50	14
you	Mrs. Bennet	547496	547499	50	14
you	Mary	547496	547499	50	14
she	Lydia	547511	547514	50	14
She	Lydia	547533	547536	50	14
you	Mr. Bennet	547585	547588	50	14
mother	Mrs. Bennet	547597	547603	50	14
militia	officers	546105	546112	50	14
corps	officers	546284	546289	50	14
friends	acquaintances	546423	546430	50	14
some	OTHER	546448	546452	50	14
who	OTHER	546453	546456	50	14
us	???	547268	547270	50	14
regiment	regulars	546557	546565	50	14
people	regulars	546710	546716	50	14
regiment	regulars	547364	547372	50	14
E. GARDINER	Mr. Gardiner	547621	547632	50	20
Mr. Bennet	Mr. Bennet	547636	547646	50	20
daughters	Mary	547655	547664	50	20
daughters	Kitty	547655	547664	50	20
daughters	Jane	547655	547664	50	20
daughters	Elizabeth	547655	547664	50	20
Wickham	Mr. Wickham	547691	547698	50	20
Mr. Gardiner	Mr. Gardiner	547742	547754	50	20
Mrs. Bennet	Mrs. Bennet	547769	547780	50	20
Lydia	Lydia	547814	547819	50	20
she	Mrs. Bennet	547860	547863	50	20
she	Mrs. Bennet	547921	547924	50	20
Lydia	Lydia	548062	548067	50	20
she	Lydia	548106	548109	50	20
regiment	officers	548091	548099	50	20
everybody	officers	548130	548139	50	20
She	Lydia	548171	548174	50	20
Mrs. Forster	Mrs. Forster	548189	548201	50	20
she	Mrs. Bennet	548209	548212	50	20
her	Lydia	548249	548252	50	20
men	OTHER	548294	548297	50	20
she	Lydia	548309	548312	50	20
officers	officers	548334	548342	50	20
General	General	548369	548376	50	20
regiment	officers	548384	548392	50	20
daughter	Lydia	548400	548408	50	20
family	Mrs. Bennet	548480	548486	50	20
family	Mr. Bennet	548480	548486	50	20
family	Mary	548480	548486	50	20
family	Kitty	548480	548486	50	20
family	Jane	548480	548486	50	20
family	Elizabeth	548480	548486	50	20
she	Lydia	548500	548503	50	20
Jane	Jane	548571	548575	50	20
Elizabeth	Elizabeth	548580	548589	50	20
who	Jane	548591	548594	50	20
who	Elizabeth	548591	548594	50	20
sister	Lydia	548636	548642	50	20
she	Lydia	548676	548679	50	20
parents	Mrs. Bennet	548721	548728	50	20
parents	Mr. Bennet	548721	548728	50	20
him	Mr. Bennet	548736	548739	50	20
her	Lydia	548797	548800	50	20
husband	Mr. Wickham	548809	548816	50	20
they	Lydia	548842	548846	50	20
they	Mr. Wickham	548842	548846	50	20
he	Mr. Bennet	548866	548868	50	20
they	Jane	548898	548902	50	20
they	Elizabeth	548898	548902	50	20
they	Jane	548923	548927	50	20
they	Elizabeth	548923	548927	50	20
mother	Mrs. Bennet	548946	548952	50	20
she	Mrs. Bennet	548990	548993	50	20
daughter	Lydia	549028	549036	50	20
she	Lydia	549065	549068	50	20
Mr. Bennet	Mr. Bennet	549101	549111	50	20
brother	Mr. Gardiner	549131	549138	50	20
he	Mr. Bennet	549151	549153	50	20
them	Lydia	549178	549182	50	20
them	Mr. Wickham	549178	549182	50	20
they	Lydia	549251	549255	50	20
they	Mr. Wickham	549251	549255	50	20
Elizabeth	Elizabeth	549285	549294	50	20
Wickham	Mr. Wickham	549324	549331	50	20
she	Elizabeth	549373	549376	50	20
him	Mr. Wickham	549430	549433	50	20
favourites	officers	548157	548167	50	20
sister	Lydia	549488	549494	51	0
Jane	Jane	549522	549526	51	0
Elizabeth	Elizabeth	549531	549540	51	0
her	Lydia	549550	549553	51	0
she	Lydia	549573	549576	51	0
herself	Lydia	549586	549593	51	0
them	Mr. Wickham	549625	549629	51	0
them	Lydia	549625	549629	51	0
they	Mr. Wickham	549643	549647	51	0
they	Lydia	549643	549647	51	0
Miss Bennets	Jane	549724	549736	51	0
Miss Bennets	Elizabeth	549724	549736	51	0
Jane	Jane	549742	549746	51	0
who	Jane	549764	549767	51	0
Lydia	Lydia	549773	549778	51	0
herself	Jane	549818	549825	51	0
she	Jane	549831	549834	51	0
culprit	Jane	549844	549851	51	0
sister	Lydia	549897	549903	51	0
They	Mr. Wickham	549918	549922	51	0
They	Lydia	549918	549922	51	0
family	Elizabeth	549933	549939	51	0
family	Jane	549933	549939	51	0
family	Mrs. Bennet	549933	549939	51	0
family	Mary	549933	549939	51	0
family	Mr. Bennet	549933	549939	51	0
family	Kitty	549933	549939	51	0
them	Mr. Wickham	549988	549992	51	0
them	Lydia	549988	549992	51	0
Mrs. Bennet	Mrs. Bennet	550020	550031	51	0
husband	Mr. Bennet	550074	550081	51	0
daughters	Elizabeth	550113	550122	51	0
daughters	Jane	550113	550122	51	0
daughters	Mary	550113	550122	51	0
daughters	Kitty	550113	550122	51	0
Lydia	Lydia	550151	550156	51	0
she	Lydia	550223	550226	51	0
mother	Mrs. Bennet	550250	550256	51	0
her	Lydia	550284	550287	51	0
her	Lydia	550302	550305	51	0
Wickham	Mr. Wickham	550366	550373	51	0
who	Mr. Wickham	550375	550378	51	0
lady	Lydia	550392	550396	51	0
them	Mr. Wickham	550409	550413	51	0
them	Lydia	550409	550413	51	0
Mr. Bennet	Mr. Bennet	550504	550514	51	0
whom	Mr. Bennet	550519	550523	51	0
they	Mr. Wickham	550524	550528	51	0
they	Lydia	550524	550528	51	0
he	Mr. Bennet	550616	550618	51	0
couple	Mr. Wickham	550677	550683	51	0
couple	Lydia	550677	550683	51	0
him	Mr. Bennet	550715	550718	51	0
Elizabeth	Elizabeth	550720	550729	51	0
Miss Bennet	Jane	550754	550765	51	0
Lydia	Lydia	550779	550784	51	0
Lydia	Lydia	550789	550794	51	0
She	Lydia	550849	550852	51	0
sister	???	550865	550871	51	0
sister	???	550875	550881	51	0
they	Mary	550935	550939	51	0
they	Kitty	550935	550939	51	0
they	Mrs. Bennet	550935	550939	51	0
they	Mr. Wickham	550935	550939	51	0
they	Mr. Bennet	550935	550939	51	0
they	Elizabeth	550935	550939	51	0
they	Jane	550935	550939	51	0
they	Lydia	550935	550939	51	0
she	Lydia	551090	551093	51	0
Wickham	Mr. Wickham	551111	551118	51	4
herself	Lydia	551155	551162	51	4
he	Mr. Wickham	551314	551316	51	4
them	Jane	551366	551370	51	4
them	Elizabeth	551366	551370	51	4
them	Mrs. Bennet	551366	551370	51	4
them	Mr. Bennet	551366	551370	51	4
them	Mary	551366	551370	51	4
them	Kitty	551366	551370	51	4
Elizabeth	Elizabeth	551376	551385	51	4
him	Mr. Wickham	551410	551413	51	4
she	Elizabeth	551449	551452	51	4
herself	Elizabeth	551480	551487	51	4
man	Mr. Wickham	551548	551551	51	4
She	Elizabeth	551553	551556	51	4
Jane	Jane	551570	551574	51	4
two	Mr. Wickham	551606	551609	51	4
two	Lydia	551606	551609	51	4
who	Mr. Wickham	551610	551613	51	4
who	Lydia	551610	551613	51	4
bride	Lydia	551707	551712	51	4
mother	Mrs. Bennet	551721	551727	51	4
them	Lydia	551745	551749	51	4
them	Mrs. Bennet	551745	551749	51	4
Wickham	Mr. Wickham	551772	551779	51	4
who	Mr. Wickham	551781	551784	51	4
Elizabeth	Elizabeth	551806	551815	51	4
she	Elizabeth	551911	551914	51	4
They	Lydia	551957	551961	51	4
They	Mr. Wickham	551957	551961	51	4
each	Lydia	551969	551973	51	4
each	Mr. Wickham	551969	551973	51	4
them	Lydia	551977	551981	51	4
them	Mr. Wickham	551977	551981	51	4
Lydia	Lydia	552077	552082	51	4
sisters	Elizabeth	552121	552128	51	4
sisters	Jane	552121	552128	51	4
sisters	Mary	552121	552128	51	4
sisters	Kitty	552121	552128	51	4
she	Lydia	552211	552214	51	4
I	Lydia	552229	552230	51	4
I	Lydia	552267	552268	51	4
I	Lydia	552358	552359	51	4
I	Lydia	552371	552372	51	4
I	Lydia	552381	552382	51	4
I	Lydia	552422	552423	51	4
I	Lydia	552448	552449	51	4
I	Lydia	552487	552488	51	4
father	Mr. Bennet	552500	552506	51	4
Jane	Jane	552527	552531	51	4
Elizabeth	Elizabeth	552548	552557	51	4
Lydia	Lydia	552581	552586	51	4
she	Lydia	552592	552595	51	4
who	Lydia	552597	552600	51	4
she	Lydia	552639	552642	51	4
mamma	Mrs. Bennet	552689	552694	51	4
people	???	552703	552709	51	4
people	OTHER	552703	552709	51	4
I	Lydia	552726	552727	51	4
I	Lydia	552747	552748	51	4
they	???	552760	552764	51	4
they	OTHER	552760	552764	51	4
we	Lydia	552780	552782	51	4
we	Mr. Wickham	552780	552782	51	4
William Goulding	William Goulding	552792	552808	51	4
I	Lydia	552829	552830	51	4
he	William Goulding	552846	552848	51	4
I	Lydia	552872	552873	51	4
him	William Goulding	552906	552909	51	4
he	William Goulding	552991	552993	51	4
I	Lydia	553023	553024	51	4
Elizabeth	Elizabeth	553059	553068	51	8
She	Elizabeth	553094	553097	51	8
she	Elizabeth	553158	553161	51	8
them	Jane	553168	553172	51	8
them	Mrs. Bennet	553168	553172	51	8
them	Lydia	553168	553172	51	8
them	Mary	553168	553172	51	8
them	Mr. Bennet	553168	553172	51	8
them	Kitty	553168	553172	51	8
them	Mr. Wickham	553168	553172	51	8
She	Elizabeth	553221	553224	51	8
them	Jane	553237	553241	51	8
them	Mrs. Bennet	553237	553241	51	8
them	Lydia	553237	553241	51	8
them	Mary	553237	553241	51	8
them	Mr. Bennet	553237	553241	51	8
them	Kitty	553237	553241	51	8
them	Mr. Wickham	553237	553241	51	8
Lydia	Lydia	553261	553266	51	8
mother	Mrs. Bennet	553304	553310	51	8
her	Lydia	553334	553337	51	8
sister	Jane	553356	553362	51	8
Jane	Jane	553369	553373	51	8
I	Lydia	553375	553376	51	8
you	Jane	553402	553405	51	8
I	Lydia	553429	553430	51	8
woman	Lydia	553444	553449	51	8
Lydia	Lydia	553500	553505	51	8
she	Lydia	553536	553539	51	8
She	Lydia	553611	553614	51	8
Mrs. Phillips	Mrs. Phillips	553629	553642	51	8
Lucases	Lady Lucas	553648	553655	51	8
Lucases	Sir William Lucas	553648	553655	51	8
